CRPName,CID,Party,DistIDRunFor,State,District,Name
"Richardson, Ralph Blaine",N00034403,I,ME02,ME,2,Ralph Blaine Richardson
"Richmond, Cedric",N00030184,D,LA02,LA,2,Cedric Richmond
"Richmond, Isaac",N00003241,D,TN09,TN,9,Isaac Richmond
"Ridley, H J Jr",N00026683,3,TX36,TX,36,H J Jr Ridley
"Riedel, Anthony Troy",N00036397,R,VA01,VA,1,Anthony Troy Riedel
"Ries, Bob",N00031653,R,TN05,TN,5,Bob Ries
"Rigell, Scott",N00030962,R,VA02,VA,2,Scott Rigell
"Rike, Chris",N00036793,L,AZ04,AZ,4,Chris Rike
"Riley, Robin",N00036009,R,TX36,TX,36,Robin Riley
"Rimensnyder, Nelson",N00035845,R,DC00,DC,0,Nelson Rimensnyder
"Rines, Caprice",N00036346,3,NY04,NY,4,Caprice Rines
"Ring, Michael F",N00035931,R,NY21,NY,21,Michael F Ring
"Ringo, Shirley",N00035583,D,ID01,ID,1,Shirley Ringo
"Risch, James E",N00029441,R,IDS1,ID,S1,James E Risch
"Riser, Neil",N00035547,R,LA05,LA,5,Neil Riser
"Ritch, John Thomas",N00035549,L,NC11,NC,11,John Thomas Ritch
"Ritchie, Jason",N00035642,D,WA08,WA,8,Jason Ritchie
"Rivera, Daniel Vila",N00036565,3,NY13,NY,13,Daniel Vila Rivera
"Rivers, Donovan",N00028605,D,WA09,WA,9,Donovan Rivers
"Robbins, Craig",N00035419,R,IL11,IL,11,Craig Robbins
"Robbins, Frankie",N00030199,D,OK03,OK,3,Frankie Robbins
"Roberson, John",N00034320,D,IN03,IN,3,John Roberson
"Roberts, Bill",N00034371,D,MI11,MI,11,Bill Roberts
"Roberts, Boyd",N00035354,D,CA42,CA,42,Boyd Roberts
"Roberts, Mark",N00034943,3,TX02,TX,2,Mark Roberts
"Roberts, Michael",N00036697,D,MN02,MN,2,Michael Roberts
"Roberts, Pat",N00005285,R,KSS1,KS,S1,Pat Roberts
"Robertson, Darrel",N00036172,R,OK02,OK,2,Darrel Robertson
"Robertson, Martha",N00035337,D,NY23,NY,23,Martha Robertson
"Robinson, Art",N00032006,R,OR04,OR,4,Art Robinson
"Robinson, Corinna",N00035753,D,SD01,SD,1,Corinna Robinson
"Robinson, Jack E",N00013142,I,MAS2,MA,S2,Jack E Robinson
"Robinson, Joey",N00036298,L,MS04,MS,4,Joey Robinson
"Robinson, Todd Anthony",N00035478,D,GAS1,GA,S1,Todd Anthony Robinson
"Robles, Luz",N00035639,D,UT02,UT,2,Luz Robles
"Roby, Martha",N00030768,R,AL02,AL,2,Martha Roby
"Roche, Dan",N00035677,D,IL07,IL,7,Dan Roche
"Roche, Frank",N00031007,R,NC02,NC,2,Frank Roche
"Rockwood, Chris",N00036591,D,WI05,WI,5,Chris Rockwood
"Roco, John",N00032862,R,HIS1,HI,S1,John Roco
"Rodgers, Cathy McMorris",N00026314,R,WA05,WA,5,Cathy McMorris Rodgers
"Rodgers, Jeremy",N00036256,R,FL22,FL,22,Jeremy Rodgers
"Rodgers, Mike",N00035719,3,FL16,FL,16,Mike Rodgers
"Rodriguez, Adam",N00036179,D,PA10,PA,10,Adam Rodriguez
"Roe, Phil",N00028463,R,TN01,TN,1,Phil Roe
"Rogers, Evelyn",N00005600,R,OKS2,OK,S2,Evelyn Rogers
"Rogers, Hal",N00003473,R,KY05,KY,5,Hal Rogers
"Rogers, Jim",N00025743,D,OKS1,OK,S1,Jim Rogers
"Rogers, Kesha",N00031548,D,TXS1,TX,S1,Kesha Rogers
"Rogers, Lee C",N00033372,D,CA25,CA,25,Lee C Rogers
"Rogers, Mike",N00009668,R,MI08,MI,8,Mike Rogers
"Rogers, Mike D",N00024759,R,AL03,AL,3,Mike D Rogers
"Rogers, Ted",N00036622,L,AZ07,AZ,7,Ted Rogers
"Rogers, Walt",N00035582,R,IA01,IA,1,Walt Rogers
"Rogers, Warren",N00036830,I,UT02,UT,2,Warren Rogers
"Rogers, Wendy",N00033985,R,AZ09,AZ,9,Wendy Rogers
"Rohrabacher, Dana",N00007151,R,CA48,CA,48,Dana Rohrabacher
"Rokita, Todd",N00031741,R,IN04,IN,4,Todd Rokita
"Roland, Jon",N00029814,L,TXS1,TX,S1,Jon Roland
"Romaguera, Allan",N00028747,3,NY07,NY,7,Allan Romaguera
"Romanoff, Andrew",N00031163,D,CO06,CO,6,Andrew Romanoff
"Rooney, Tom",N00029018,R,FL17,FL,17,Tom Rooney
"Roots, Roger",N00036421,L,MTS2,MT,S2,Roger Roots
"Ros-Lehtinen, Ileana",N00002858,R,FL27,FL,27,Ileana Ros-Lehtinen
"Rose, Bobbie",N00034472,D,SC01,SC,1,Bobbie Rose
"Rosendale, Matt",N00035517,R,MT01,MT,1,Matt Rosendale
"Roskam, Peter",N00004719,R,IL06,IL,6,Peter Roskam
"Roske, Brent",N00036507,I,CA33,CA,33,Brent Roske
"Ross, Dennis",N00030645,R,FL15,FL,15,Dennis Ross
"Rossano, Timothy",N00035855,I,FL19,FL,19,Timothy Rossano
"Rossi, Jane",N00035932,R,NY24,NY,24,Jane Rossi
"Roth, Kent",N00022361,R,KS01,KS,1,Kent Roth
"Rothblatt, Gabriel",N00035344,D,FL08,FL,8,Gabriel Rothblatt
"Rothfus, Keith J",N00031253,R,PA12,PA,12,Keith J Rothfus
"Rounds, Mike",N00035187,R,SDS2,SD,S2,Mike Rounds
"Rourke, Robb",N00036086,L,TX36,TX,36,Robb Rourke
"Rouzer, David",N00033527,R,NC07,NC,7,David Rouzer
"Rowley, Ryan",N00029419,L,TX34,TX,34,Ryan Rowley
"Roybal-Allard, Lucille",N00006671,D,CA40,CA,40,Lucille Roybal-Allard
"Royce, Ed",N00008264,R,CA39,CA,39,Ed Royce
"Rozzo, Tino",N00013336,3,NJ02,NJ,2,Tino Rozzo
"Rubens, Jim",N00035667,R,NHS2,NH,S2,Jim Rubens
"Ruehl, Keith",N00035915,D,NC11,NC,11,Keith Ruehl
"Ruiz, Jose",N00035507,R,ILS1,IL,S1,Jose Ruiz
"Ruiz, Nicholas III",N00032576,D,FL09,FL,9,Nicholas III Ruiz
"Ruiz, Raul",N00033510,D,CA36,CA,36,Raul Ruiz
"Rullo, Joe",N00031632,I,NJS2,NJ,S2,Joe Rullo
"Rumzie, Robert",N00036581,L,OR02,OR,2,Robert Rumzie
"Rundquist, Paul",N00036139,D,MD02,MD,2,Paul Rundquist
"Runyan, Jon",N00031988,R,NJ03,NJ,3,Jon Runyan
"Ruppersberger, Dutch",N00025482,D,MD02,MD,2,Dutch Ruppersberger
"Rush, Bobby L",N00004887,D,IL01,IL,1,Bobby L Rush
"Rush, Jake",N00035848,R,FL03,FL,3,Jake Rush
"Russell, Donald",N00036723,R,VT01,VT,1,Donald Russell
"Russell, Jeffrey",N00033229,3,CT01,CT,1,Jeffrey Russell
"Russell, Richard",N00036748,I,LA03,LA,3,Richard Russell
"Russell, Steven",N00036175,R,OK05,OK,5,Steven Russell
"Russell, Weldon",N00035595,D,LA05,LA,5,Weldon Russell
"Ryan, Christopher",N00032307,R,MO06,MO,6,Christopher Ryan
"Ryan, Jeremy",N00036705,R,WI01,WI,1,Jeremy Ryan
"Ryan, Matt",N00035954,D,PA03,PA,3,Matt Ryan
"Ryan, Paul",N00004357,R,WI01,WI,1,Paul Ryan
"Ryan, Tim",N00025280,D,OH13,OH,13,Tim Ryan
"Sabas, Antonio",N00035497,I,NJS2,NJ,S2,Antonio Sabas
"Sablan, Gregorio",N00030418,I,MP00,MP,0,Gregorio Sablan
"Sabrin, Murray",N00009941,R,NJS2,NJ,S2,Murray Sabrin
"Sachs, Michael Ian",N00036505,3,CA33,CA,33,Michael Ian Sachs
"Saidel, Jonathan",N00035318,D,PA13,PA,13,Jonathan Saidel
"Salas, Andrew",N00036817,D,MP00,MP,0,Andrew Salas
"Salehi, Al",N00032129,I,CA45,CA,45,Al Salehi
"Salekin, Choudury",N00036438,I,TNS2,TN,S2,Choudury Salekin
"Salgado, Erick J",N00036349,D,NY11,NY,11,Erick J Salgado
"Salmon, Matt",N00006446,R,AZ05,AZ,5,Matt Salmon
"Salvette, Emily",N00035068,L,MI01,MI,1,Emily Salvette
"Salyer, Michael",N00034802,L,TN01,TN,1,Michael Salyer
"Samuelson, James Alan",N00035699,I,AZ05,AZ,5,James Alan Samuelson
"Sanchez, David",N00032211,D,CA40,CA,40,David Sanchez
"Sanchez, Emily",N00036061,3,TXS1,TX,S1,Emily Sanchez
"Sanchez, Federico",N00036792,I,AZ03,AZ,3,Federico Sanchez
"Sanchez, Linda",N00024870,D,CA38,CA,38,Linda Sanchez
"Sanchez, Loretta",N00008274,D,CA46,CA,46,Loretta Sanchez
"Sanchez, Tom",N00036004,D,TX33,TX,33,Tom Sanchez
"Sandman, Ray Skip",N00036641,3,MN08,MN,8,Ray Skip Sandman
"Sandoval, Tony",N00036656,D,WA04,WA,4,Tony Sandoval
"Sanford, Jeffry",N00036720,L,LA01,LA,1,Jeffry Sanford
"Sanford, Mark",N00002424,R,SC01,SC,1,Mark Sanford
"Sannes, Marvin",N00036362,I,ORS1,OR,S1,Marvin Sannes
"Sanyal, Ron",N00036315,D,NC13,NC,13,Ron Sanyal
"Sarbanes, John",N00027751,D,MD03,MD,3,John Sarbanes
"Sare, Diane",N00034087,D,NJ05,NJ,5,Diane Sare
"Sarner, Larry",N00035838,R,CO02,CO,2,Larry Sarner
"Sarvis, Robert Christopher",N00036442,L,VAS2,VA,S2,Robert Christopher Sarvis
"Sasse, Ben",N00035544,R,NES2,NE,S2,Ben Sasse
"Saucier, Charles",N00036753,L,LA05,LA,5,Charles Saucier
"Savary, Sue",N00036112,D,CA48,CA,48,Sue Savary
"Savior, Ole",N00009916,R,MNS1,MN,S1,Ole Savior
"Savitt, Marc",N00036189,R,VA10,VA,10,Marc Savitt
"Scalise, Steve",N00009660,R,LA01,LA,1,Steve Scalise
"Scaturro, Frank",N00031009,R,NY04,NY,4,Frank Scaturro
"Schaben, Scott",N00035484,R,IAS2,IA,S2,Scott Schaben
"Schaeffer, Kenneth",N00036564,3,NY13,NY,13,Kenneth Schaeffer
"Schakowsky, Jan",N00004724,D,IL09,IL,9,Jan Schakowsky
"Schamis, Raymond Todd",N00036529,I,FL22,FL,22,Raymond Todd Schamis
"Schatz, Brian",N00028138,D,HIS1,HI,S1,Brian Schatz
"Schechter, Eric",N00036439,I,TNS2,TN,S2,Eric Schechter
"Scherr, Maxey",N00035787,D,TXS1,TX,S1,Maxey Scherr
"Schertzing, Eric",N00036541,D,MI08,MI,8,Eric Schertzing
"Schiess, John",N00033362,R,WI07,WI,7,John Schiess
"Schiff, Adam",N00009585,D,CA28,CA,28,Adam Schiff
"Schilling, Bobby",N00030668,R,IL17,IL,17,Bobby Schilling
"Schlakman, Ian",N00035602,3,MD02,MD,2,Ian Schlakman
"Schlesinger, Alan",N00000596,R,FL18,FL,18,Alan Schlesinger
"Schnackenberg, Matt",N00035317,L,FL11,FL,11,Matt Schnackenberg
"Schneider, Brad",N00033101,D,IL10,IL,10,Brad Schneider
"Schock, Aaron",N00029273,R,IL18,IL,18,Aaron Schock
"Scholte, Suzanne",N00036025,R,VA11,VA,11,Suzanne Scholte
"Schonberg, Steve",N00032232,D,KYS1,KY,S1,Steve Schonberg
"Schooley, Travis",N00034723,R,PA09,PA,9,Travis Schooley
"Schrader, Kurt",N00030071,D,OR05,OR,5,Kurt Schrader
"Schrader, Tommy",N00028236,D,IN03,IN,3,Tommy Schrader
"Schroder, Mary H",N00036882,I,GAS1,GA,S1,Mary H Schroder
"Schroeder, Hank",N00036774,I,NJS2,NJ,S2,Hank Schroeder
"Schuckman, Perry",N00036268,D,KS04,KS,4,Perry Schuckman
"Schultz, Debbie Wasserman",N00026106,D,FL23,FL,23,Debbie Wasserman Schultz
"Schultz, Matt",N00035867,R,IA03,IA,3,Matt Schultz
"Schwartz, Leonard",N00028618,L,MI14,MI,14,Leonard Schwartz
"Schwartz, Sheldon",N00036270,D,MA05,MA,5,Sheldon Schwartz
"Schwarz, David",N00035405,R,GA01,GA,1,David Schwarz
"Schweikert, David",N00006460,R,AZ06,AZ,6,David Schweikert
"Sciortino, Carl",N00035270,D,MA05,MA,5,Carl Sciortino
"Scolavino, Ruben",N00036326,D,NJ04,NJ,4,Ruben Scolavino
"Scott, Austin",N00032457,R,GA08,GA,8,Austin Scott
"Scott, Bob",N00022725,D,TN02,TN,2,Bob Scott
"Scott, Bobby",N00002147,D,VA03,VA,3,Bobby Scott
"Scott, David",N00024871,D,GA13,GA,13,David Scott
"Scott, Tim",N00031782,R,SCS1,SC,S1,Tim Scott
"Seaman, David",N00035028,3,FL23,FL,23,David Seaman
"Seaman, Jack",N00036317,L,ND01,ND,1,Jack Seaman
"Seaward, David",N00036617,R,AK01,AK,1,David Seaward
"Sebring, Dan",N00030695,R,WI04,WI,4,Dan Sebring
"Seeley, David",N00035350,R,FL10,FL,10,David Seeley
"Seibert, Sean",N00034695,R,TX18,TX,18,Sean Seibert
"Seim, Gavin",N00035765,R,WA04,WA,4,Gavin Seim
"Senegal, Villian",N00036773,D,LAS1,LA,S1,Villian Senegal
"Senger, Darlene",N00035332,R,IL11,IL,11,Darlene Senger
"Sensenbrenner, F James Jr",N00004291,R,WI05,WI,5,F James Jr Sensenbrenner
"Senteney, Jason",N00036665,R,WY01,WY,1,Jason Senteney
"Serrano, Jose E",N00001813,D,NY15,NY,15,Jose E Serrano
"Sessions, Jeff",N00003062,R,ALS1,AL,S1,Jeff Sessions
"Sessions, Pete",N00005681,R,TX32,TX,32,Pete Sessions
"Sewell, Terri A",N00030622,D,AL07,AL,7,Terri A Sewell
"Shaban, John",N00035570,R,CT04,CT,4,John Shaban
"Shaffer, James Alexander",N00035284,R,MD01,MD,1,James Alexander Shaffer
"Shaheen, Jeanne",N00024790,D,NHS2,NH,S2,Jeanne Shaheen
"Shambaugh, Andy",N00036318,L,NE02,NE,2,Andy Shambaugh
"Shannon, T W",N00036205,R,OKS1,OK,S1,T W Shannon
"Shapiro, Michael",N00036502,D,CA33,CA,33,Michael Shapiro
"Shapiro, Robert",N00022814,I,NJ01,NJ,1,Robert Shapiro
"Sharer, Chris",N00035079,L,MI13,MI,13,Chris Sharer
"Shattuck, Robert",N00036094,R,AL06,AL,6,Robert Shattuck
"Shaw, Herbert",N00000680,I,NJ08,NJ,8,Herbert Shaw
"Shaw, Monte",N00035869,R,IA03,IA,3,Monte Shaw
"Shbeita, Adam",N00036726,3,CA44,CA,44,Adam Shbeita
"Shea, Joe",N00036519,D,FL13,FL,13,Joe Shea
"Shea-Porter, Carol",N00028091,D,NH01,NH,1,Carol Shea-Porter
"Sheffield, Horace",N00036280,D,MI13,MI,13,Horace Sheffield
"Sheil, John",N00035456,D,OH02,OH,2,John Sheil
"Sheldon, Donna",N00035327,R,GA10,GA,10,Donna Sheldon
"Sheldon, Steve",N00035839,D,CO03,CO,3,Steve Sheldon
"Shell, Mark",N00035041,L,MD02,MD,2,Mark Shell
"Shepard, Jack",N00025842,3,MNS1,MN,S1,Jack Shepard
"Sheridan, Tim",N00035390,D,CA42,CA,42,Tim Sheridan
"Sherman, Brad",N00006897,D,CA30,CA,30,Brad Sherman
"Sherow, Jim",N00036133,D,KS01,KS,1,Jim Sherow
"Sherrell, Lenda",N00035965,D,TN04,TN,4,Lenda Sherrell
"Sherzan, Mike",N00035286,D,IA03,IA,3,Mike Sherzan
"Shields, Ryan",N00035991,L,TX21,TX,21,Ryan Shields
"Shimkus, John M",N00004961,R,IL15,IL,15,John M Shimkus
"Shirley, Kelly",N00036254,R,FL07,FL,7,Kelly Shirley
"Shoaf, James Ryman",N00036115,R,FL04,FL,4,James Ryman Shoaf
"Shoemake, Shelley",N00036554,3,MS02,MS,2,Shelley Shoemake
"Shogan, Stephen H",N00036040,I,COS2,CO,S2,Stephen H Shogan
"Shores, Dan",N00035894,R,MA09,MA,9,Dan Shores
"Shudlick, Harold",N00027673,R,MNS1,MN,S1,Harold Shudlick
"Shuster, Bill",N00013770,R,PA09,PA,9,Bill Shuster
"Shypulefski, Brent",N00036299,R,NC01,NC,1,Brent Shypulefski
"Si, Tae",N00035460,D,OK04,OK,4,Tae Si
"Sickles, Mark",N00036015,D,VA08,VA,8,Mark Sickles
"Siekman, Lane",N00033284,D,IN06,IN,6,Lane Siekman
"Siganporia, Karl",N00036734,D,CA30,CA,30,Karl Siganporia
"Silverstein, David",N00035928,R,NY04,NY,4,David Silverstein
"Silverstein, Matt",N00035499,D,OKS2,OK,S2,Matt Silverstein
"Simon, Fred J Jr",N00035394,R,CA52,CA,52,Fred J Jr Simon
"Simonsen, Collin",N00036396,3,UT04,UT,4,Collin Simonsen
"Simonson, Roxanne",N00036000,L,TX27,TX,27,Roxanne Simonson
"Simpson, Mike",N00006263,R,ID02,ID,2,Mike Simpson
"Simpson, Stephen",N00033604,R,GA10,GA,10,Stephen Simpson
"Sinema, Kyrsten",N00033983,D,AZ09,AZ,9,Kyrsten Sinema
"Singh, Navraj",N00029951,R,CA25,CA,25,Navraj Singh
"Singh, Vanila",N00035816,R,CA17,CA,17,Vanila Singh
"Sink, Alex",N00035716,D,FL13,FL,13,Alex Sink
"Sinner, George",N00036316,D,ND01,ND,1,George Sinner
"Sires, Albio",N00027523,D,NJ08,NJ,8,Albio Sires
"Sivarajah, Rhonda",N00035442,R,MN06,MN,6,Rhonda Sivarajah
"Skalsky, George A",N00036821,I,OH09,OH,9,George A Skalsky
"Skarin, Bruce",N00036685,I,MAS2,MA,S2,Bruce Skarin
"Skinner, Nancy",N00026252,D,MI11,MI,11,Nancy Skinner
"Slantz, Bill",N00034685,L,MO08,MO,8,Bill Slantz
"Slaughter, Louise M",N00001311,D,NY25,NY,25,Louise M Slaughter
"Sloan, Sam",N00027260,D,NY15,NY,15,Sam Sloan
"Slowinski, Brian",N00036259,R,GA10,GA,10,Brian Slowinski
"Smink, Carl",N00036740,R,DES2,DE,S2,Carl Smink
"Smith, Adam",N00007833,D,WA09,WA,9,Adam Smith
"Smith, Adrian",N00027623,R,NE03,NE,3,Adrian Smith
"Smith, Alden",N00035432,D,ME02,ME,2,Alden Smith
"Smith, Bert",N00026863,D,OK04,OK,4,Bert Smith
"Smith, Bob",N00028522,3,TN01,TN,1,Bob Smith
"Smith, Bob",N00008957,R,NHS2,NH,S2,Bob Smith
"Smith, Bryan",N00035417,R,ID02,ID,2,Bryan Smith
"Smith, Chris",N00009816,R,NJ04,NJ,4,Chris Smith
"Smith, David",N00035794,R,FL07,FL,7,David Smith
"Smith, DJ",N00036683,R,KSS1,KS,S1,DJ Smith
"Smith, Glo",N00035396,R,FL05,FL,5,Glo Smith
"Smith, Gordon",N00036073,R,IN07,IN,7,Gordon Smith
"Smith, Jason",N00035282,R,MO08,MO,8,Jason Smith
"Smith, Jesse T",N00036212,D,AL03,AL,3,Jesse T Smith
"Smith, John",N00032551,R,TN05,TN,5,John Smith
"Smith, Jonathan Turner",N00035828,I,CA34,CA,34,Jonathan Turner Smith
"Smith, Karen",N00036485,D,SC06,SC,6,Karen Smith
"Smith, Lamar",N00001811,R,TX21,TX,21,Lamar Smith
"Smith, Larry",N00035801,R,TX34,TX,34,Larry Smith
"Smith, Marc Anthony",N00025405,D,GA01,GA,1,Marc Anthony Smith
"Smith, Michael Johnston",N00036082,R,TX21,TX,21,Michael Johnston Smith
"Smith, Roger",N00036894,I,WVS2,WV,S2,Roger Smith
"Smith, Ruth",N00036846,I,IAS2,IA,S2,Ruth Smith
"Smith, Scott",N00036717,I,NY18,NY,18,Scott Smith
"Smith, Tootie",N00035953,R,OR05,OR,5,Tootie Smith
"Smith, William",N00029635,D,OH02,OH,2,William Smith
"Snyder, Jim",N00025139,R,NCS1,NC,S1,Jim Snyder
"Soffen, Scott",N00035034,L,MD07,MD,7,Scott Soffen
"Solodow, Matthew",N00035160,L,TX12,TX,12,Matthew Solodow
"Southerland, Steve",N00031204,R,FL02,FL,2,Steve Southerland
"Souza, Daniel K",N00036825,L,OR05,OR,5,Daniel K Souza
"Spain, Paul",N00036530,R,FL22,FL,22,Paul Spain
"Spangler, Tom",N00035883,D,IN08,IN,8,Tom Spangler
"Spano, Alexander",N00036752,3,NJ02,NJ,2,Alexander Spano
"Sparks, Harvey",N00036359,R,OK05,OK,5,Harvey Sparks
"Spees, Kristen",N00036339,D,NV02,NV,2,Kristen Spees
"Speier, Jackie",N00029649,D,CA14,CA,14,Jackie Speier
"Spera, Barney",N00036361,D,OR02,OR,2,Barney Spera
"Sperber, Joseph Jean",N00036535,I,MD02,MD,2,Joseph Jean Sperber
"Spilka, Karen",N00035428,D,MA05,MA,5,Karen Spilka
"Squiers, Lissa",N00032972,D,TX07,TX,7,Lissa Squiers
"St John, Steve",N00036343,I,NV03,NV,3,Steve St John
"Stackhouse, Ed",N00035524,3,NJS2,NJ,S2,Ed Stackhouse
"Stacy, John",N00033250,R,TX04,TX,4,John Stacy
"Stadler, Chuck",N00034892,D,MI10,MI,10,Chuck Stadler
"Stainfield, Tami",N00033433,I,WVS2,WV,S2,Tami Stainfield
"Stallings, Richard",N00006259,D,ID02,ID,2,Richard Stallings
"Stamper, Jay",N00035320,D,SCS2,SC,S2,Jay Stamper
"Stanczak, James",N00035151,L,TX29,TX,29,James Stanczak
"Standiford, Debbie",N00036226,L,AR02,AR,2,Debbie Standiford
"Stapleton, Corey",N00035280,R,MT01,MT,1,Corey Stapleton
"Starbuck, Lorenzo",N00035521,R,FL26,FL,26,Lorenzo Starbuck
"Stefanik, Elise",N00035523,R,NY21,NY,21,Elise Stefanik
"Steger, Michael G",N00036214,I,CA12,CA,12,Michael G Steger
"Stein, Gary",N00030479,I,NJ02,NJ,2,Gary Stein
"Steinberg, Mike",N00033787,R,NC09,NC,9,Mike Steinberg
"Steinhardt, Allen Frank",N00036646,I,NY05,NY,5,Allen Frank Steinhardt
"Steinman, Leonard",N00032425,R,MO03,MO,3,Leonard Steinman
"Steinman, Velma",N00036286,D,MO03,MO,3,Velma Steinman
"Stephens, Amy",N00035775,R,COS2,CO,S2,Amy Stephens
"Stephens, Barry",N00036804,I,ME01,ME,1,Barry Stephens
"Stepp, Ken",N00028039,D,KY05,KY,5,Ken Stepp
"Sterling, Shawna",N00036047,R,KYS1,KY,S1,Shawna Sterling
"Stern, Everett",N00035961,R,PA13,PA,13,Everett Stern
"Stevens, Robert J",N00036388,R,UT03,UT,3,Robert J Stevens
"Stevenson, Will",N00036562,3,NY02,NY,2,Will Stevenson
"Stewart, Chris",N00033932,R,UT02,UT,2,Chris Stewart
"Stewart, Rick",N00036844,I,IAS2,IA,S2,Rick Stewart
"Stewart, Will",N00036051,D,NCS1,NC,S1,Will Stewart
"Stieringer, Jim",N00035835,R,CA53,CA,53,Jim Stieringer
"Stiles, Larry",N00035353,R,PA12,PA,12,Larry Stiles
"Stinson, William Clinton",N00036305,D,NC05,NC,5,William Clinton Stinson
"Stivers, Steve",N00029574,R,OH15,OH,15,Steve Stivers
"Stockdale, David S",N00035351,R,IN05,IN,5,David S Stockdale
"Stocker, Barbara Hamill",N00035614,D,MO08,MO,8,Barbara Hamill Stocker
"Stockman, Steve",N00005918,R,TXS1,TX,S1,Steve Stockman
"Stockwell, Chris",N00036639,I,MA04,MA,4,Chris Stockwell
"Stockwell, Glenn",N00034841,R,WA04,WA,4,Glenn Stockwell
"Stokes, Steve",N00036242,I,CA28,CA,28,Steve Stokes
"Stone, John",N00029494,R,GA12,GA,12,John Stone
"Stovall, Dwayne",N00035673,R,TXS1,TX,S1,Dwayne Stovall
"Stracuzzi, Natale",N00001728,3,DC00,DC,0,Natale Stracuzzi
"Strawcutter, Rick",N00036812,3,MI07,MI,7,Rick Strawcutter
"Streusand, Ben",N00026459,R,TX36,TX,36,Ben Streusand
"Strickland, Tony",N00026322,R,CA25,CA,25,Tony Strickland
"Stroebel, Duey",N00036592,R,WI06,WI,6,Duey Stroebel
"Strom, Jason",N00036561,3,NY01,NY,1,Jason Strom
"Strong, Zack",N00036390,3,UT03,UT,3,Zack Strong
"Strouse, Kevin",N00035339,D,PA08,PA,8,Kevin Strouse
"Stuart, Alexis",N00035818,R,CA24,CA,24,Alexis Stuart
"Stubenrod, Deril V",N00036848,R,MES2,ME,S2,Deril V Stubenrod
"Stutzman, Marlin",N00030891,R,IN03,IN,3,Marlin Stutzman
"Sudduth, Cheryl",N00034610,D,CA11,CA,11,Cheryl Sudduth
"Suitonu-Chapman, Meleagi",N00036789,D,AS00,AS,0,Meleagi Suitonu-Chapman
"Sullivan, Dan",N00035774,R,AKS1,AK,S1,Dan Sullivan
"Sullivan, Liz",N00036888,I,WV02,WV,2,Liz Sullivan
"Sullivan, Mark",N00034529,D,NE03,NE,3,Mark Sullivan
"Sullivan, Mike",N00012600,R,MAS2,MA,S2,Mike Sullivan
"Summey, Leslie",N00035710,D,CO05,CO,5,Leslie Summey
"Sund, Sharon",N00033396,D,MN03,MN,3,Sharon Sund
"Sundeen, Dakin",N00036236,R,CA13,CA,13,Dakin Sundeen
"Sutherland, Charlie",N00028089,R,NC06,NC,6,Charlie Sutherland
"Sutherland, Robert",N00036587,R,WA01,WA,1,Robert Sutherland
"Sutherland, Scott",N00032724,R,WA07,WA,7,Scott Sutherland
"Swafford, Amanda",N00036678,L,GAS1,GA,S1,Amanda Swafford
"Swalwell, Eric",N00033508,D,CA15,CA,15,Eric Swalwell
"Swan, S Mitchell",N00036260,R,GA10,GA,10,S Mitchell Swan
"Swaney, Mark H",N00036417,3,ARS1,AR,S1,Mark H Swaney
"Swartout, David",N00036276,I,MI07,MI,7,David Swartout
"Sweeney, Steve M",N00035268,D,NJS2,NJ,S2,Steve M Sweeney
"Swift, Kat",N00029432,3,TX35,TX,35,Kat Swift
"Swing, Gary",N00006159,3,CO06,CO,6,Gary Swing
"Tacherra, Johnny",N00033798,R,CA16,CA,16,Johnny Tacherra
"Tahiro, Mohammed Abbajebel",N00036441,3,TXS1,TX,S1,Mohammed Abbajebel Tahiro
"Takai, Mark",N00035535,D,HI01,HI,1,Mark Takai
"Takano, Mark",N00006701,D,CA41,CA,41,Mark Takano
"Tapia, Abel",N00036249,D,CO03,CO,3,Abel Tapia
"Tarantella, Thomas",N00035632,D,PA05,PA,5,Thomas Tarantella
"Tarpley, Ed",N00036534,R,LA05,LA,5,Ed Tarpley
"Tatar, John",N00028727,L,MI11,MI,11,John Tatar
"Tate, David R",N00036481,R,TN04,TN,4,David R Tate
"Tavio, Amy",N00035859,D,GA01,GA,1,Amy Tavio
"Taylor, Blaine",N00001982,D,MD02,MD,2,Blaine Taylor
"Taylor, Chad",N00035778,D,KSS1,KS,S1,Chad Taylor
"Taylor, Frank",N00008058,R,MN05,MN,5,Frank Taylor
"Taylor, Gene",N00003350,R,MS04,MS,4,Gene Taylor
"Taylor, James Henry",N00033575,R,IL02,IL,2,James Henry Taylor
"Taylor, Kerith Strano",N00035957,D,PA05,PA,5,Kerith Strano Taylor
"Teijeiro, Annette",N00036334,R,NV01,NV,1,Annette Teijeiro
"Tennant, Natalie",N00035674,D,WVS2,WV,S2,Natalie Tennant
"Tenney, Claudia",N00036351,R,NY22,NY,22,Claudia Tenney
"Terrell, Kevin",N00036686,3,MNS1,MN,S1,Kevin Terrell
"Terry, Lee",N00005321,R,NE02,NE,2,Lee Terry
"Testerman, Karen",N00035534,R,NHS2,NH,S2,Karen Testerman
"Tharp, Brian",N00035905,R,MO06,MO,6,Brian Tharp
"Theron, Peter",N00030211,R,WI02,WI,2,Peter Theron
"Thigpen, Jason",N00035241,D,NC03,NC,3,Jason Thigpen
"Thomas, Charles (Trey)",N00035889,R,LA06,LA,6,Charles (Trey) Thomas
"Thomas, Dave",N00036718,3,MN04,MN,4,Dave Thomas
