CRPName,CID,Party,DistIDRunFor,State,District
"Stubenrod, Deril V",N00036848,R,MES2,ME,S2
"Stutzman, Marlin",N00030891,R,IN03,IN,3
"Sudduth, Cheryl",N00034610,D,CA11,CA,11
"Sullivan, Dan",N00035774,R,AKS1,AK,S1
"Sullivan, Liz",N00036888,I,WV02,WV,2
"Sullivan, Mark",N00034529,D,NE03,NE,3
"Sullivan, Mike",N00012600,R,MAS2,MA,S2
"Summey, Leslie",N00035710,D,CO05,CO,5
"Sund, Sharon",N00033396,D,MN03,MN,3
"Sundeen, Dakin",N00036236,R,CA13,CA,13
"Sutherland, Charlie",N00028089,R,NC06,NC,6
"Swafford, Amanda",N00036678,L,GAS1,GA,S1
"Swan, S Mitchell",N00036260,R,GA10,GA,10
"Swaney, Mark H",N00036417,3,ARS1,AR,S1
"Swartout, David",N00036276,I,MI07,MI,7
"Sweeney, Steve M",N00035268,D,NJS2,NJ,S2
"Swift, Kat",N00029432,3,TX35,TX,35
"Swing, Gary",N00006159,3,CO06,CO,6
"Tahiro, Mohammed Abbajebel",N00036441,3,TXS1,TX,S1
"Tapia, Abel",N00036249,D,CO03,CO,3
"Tarantella, Thomas",N00035632,D,PA05,PA,5
"Tarpley, Ed",N00036534,R,LA05,LA,5
"Tatar, John",N00028727,L,MI11,MI,11
"Tate, David R",N00036481,R,TN04,TN,4
"Tavio, Amy",N00035859,D,GA01,GA,1
"Taylor, Blaine",N00001982,D,MD02,MD,2
"Taylor, Chad",N00035778,D,KSS1,KS,S1
"Taylor, Frank",N00008058,R,MN05,MN,5
"Taylor, Gene",N00003350,R,MS04,MS,4
"Taylor, James Henry",N00033575,R,IL02,IL,2
"Teijeiro, Annette",N00036334,R,NV01,NV,1
"Tennant, Natalie",N00035674,D,WVS2,WV,S2
"Terrell, Kevin",N00036686,3,MNS1,MN,S1
"Terry, Lee",N00005321,R,NE02,NE,2
"Testerman, Karen",N00035534,R,NHS2,NH,S2
"Tharp, Brian",N00035905,R,MO06,MO,6
"Thigpen, Jason",N00035241,D,NC03,NC,3
"Thomas, Charles (Trey)",N00035889,R,LA06,LA,6
"Thomas, Dave",N00036718,3,MN04,MN,4
"Thomas, Evan",N00035561,D,CA25,CA,25
"Thompson, Lee",N00036855,3,AZ03,AZ,3
"Thompson, Linda",N00036364,D,PA04,PA,4
"Thoney, Roger",N00012933,R,KYS1,KY,S1
"Thorne, Robert",N00036745,I,NJ08,NJ,8
"Thornton, David G",N00035551,R,AL01,AL,1
"Thorsland, Eric",N00035587,D,IL15,IL,15
"Thorsson, Desmond",N00035815,I,CA12,CA,12
"Tiahrt, Todd",N00008144,R,KS04,KS,4
"Tibbs, David",N00035747,D,OH12,OH,12
"Tierney, John F",N00000226,D,MA06,MA,6
"Tierney, Tom",N00000183,R,MA05,MA,5
"Tilghman, Bill",N00035340,D,MD01,MD,1
"Tillis, Thom",N00035492,R,NCS1,NC,S1
"Tillman, Danny",N00035388,D,CA31,CA,31
"Tiscornia, Jude Anthony",N00036470,R,NJ08,NJ,8
"Tisei, Richard",N00033812,R,MA06,MA,6
"Tobin, Andy",N00032169,R,AZ01,AZ,1
"Todd, Bruce",N00036325,D,NJ03,NJ,3
"Todd, Richard",N00030379,I,WA01,WA,1
"Tomaszewski, Scot John",N00036721,I,NJ01,NJ,1
"Tottenham, Philip",N00035760,I,TX21,TX,21
"Toussaint, Robert Louis",N00032880,D,NJ10,NJ,10
"Tracy, Jim",N00031538,R,TN04,TN,4
"Trammell, Jack",N00036652,D,VA07,VA,7
"Tran, Stanford",N00036371,R,RI01,RI,1
"Treadwell, Mead",N00035473,R,AKS1,AK,S1
"Trivedi, Manan",N00031133,D,PA06,PA,6
"Troiano, Nicholas Robert",N00036369,I,PA10,PA,10
"Truax, Doug",N00035485,R,ILS1,IL,S1
"Trudell, Jerry",N00028830,I,VT01,VT,1
"True, Wayne",N00035836,R,CA53,CA,53
"Trujillo, Floyd",N00035777,R,COS2,CO,S2
"Tryon, Stephen P",N00036392,I,UT03,UT,3
"Tucker, Joshua Joel",N00036632,R,KS02,KS,2
"Tufi, Phil A",N00036495,I,CA07,CA,7
"Tuika, Tuika",N00007638,I,AS00,AS,0
"Tulafono, Togiola",N00036788,D,AS00,AS,0
"Turek, Jessica",N00031985,R,NE01,NE,1
"Turiano, Drew",N00035736,R,MT01,MT,1
"Turner, Mike",N00036454,R,OK05,OK,5
"Turner, Teddy",N00035257,R,SC01,SC,1
"Turnquest, Calvin",N00035576,R,FL18,FL,18
"Tyler, Rick",N00036463,I,TNS2,TN,S2
"Tyszkiewicz, Marek",N00035937,D,OH02,OH,2
"Udall, Mark",N00008051,D,COS2,CO,S2
"Udall, Tom",N00006561,D,NMS2,NM,S2
"Ude, Mark",N00036787,I,AS00,AS,0
"Umbaugh, Kevin Robert",N00036377,L,SC06,SC,6
"Valdivia, John",N00036104,R,CA31,CA,31
"Van Doren, Ken",N00023953,R,WI03,WI,3
"Van Hollen, Chris",N00013820,D,MD08,MD,8
"Van Raam, Douglas S",N00030108,3,CA05,CA,5
"Vance, Donald L",N00036827,I,TX19,TX,19
"Vance, Dwayne A",N00036381,3,UT01,UT,1
"Vanderstelt, Dean",N00035900,D,MI02,MI,2
"Vandeven, Rick",N00032311,L,MO08,MO,8
"Vanlandingham, Joel",N00036498,R,CA17,CA,17
"Vann, Diane",N00031891,R,GA12,GA,12
"Vasquez, Michael",N00035745,R,NY22,NY,22
"Vaughn, Curtis",N00036329,D,NJ10,NJ,10
"Vaux, Morgan John",N00034947,D,CA34,CA,34
"Vazquez, Carlos Alberto",N00036110,R,CA46,CA,46
"Veach, Rodney",N00036010,L,TX36,TX,36
"Vega, Linda",N00035788,R,TXS1,TX,S1
"Vein, Jim",N00034451,L,UT04,UT,4
"Vennon, Eric T",N00035939,R,OH03,OH,3
"Venuti, Joe",N00035720,U,FL16,FL,16
"Victor, Marc",N00034985,R,AZ09,AZ,9
"Vieyra, Anthony",N00034670,D,CA35,CA,35
"Vigneulle, Tom",N00035806,R,AL06,AL,6
"Vincent, Ron",N00034077,R,MS04,MS,4
"Vise, Avery",N00036224,D,AL06,AL,6
"Vista, Michael",N00036160,R,NY04,NY,4
"Vivaldi, Peter",N00035399,R,FL09,FL,9
"Vogel, David Donald",N00035799,D,GA09,GA,9
"Vogt, Dave",N00035330,R,MD06,MD,6
"Vohra, Arvin",N00034515,L,MD04,MD,4
"Voncannon, Bruce",N00035738,R,NC06,NC,6
"Vondersaar, Frank",N00008008,D,AK01,AK,1
"Vulliet, Frank",N00034552,D,OR02,OR,2
"Waddell, David",N00036851,3,NCS1,NC,S1
"Wade, Kevin",N00031883,R,DES2,DE,S2
"Wade, Rick",N00036056,D,SCS1,SC,S1
"Wagie, David",N00035200,R,FL22,FL,22
"Wahmoff, Chris",N00036849,3,MIS1,MI,S1
"Wakefield, Margie",N00035424,D,KS02,KS,2
"Waldren, Matthew C",N00036532,R,IA02,IA,2
"Walhgren, Sharna",N00036548,R,MN04,MN,4
"Walker, Clayton G",N00036691,I,SDS2,SD,S2
"Walker, Thom M",N00036675,L,AKS1,AK,S1
"Walkowicz, Gary",N00024108,I,MI12,MI,12
"Wallace, Dave",N00033288,R,MD08,MD,8
"Wallace, Eric M",N00030975,R,IL02,IL,2
"Walley, Lajena",N00036551,3,MS01,MS,1
"Walrond, Michael A",N00035744,D,NY13,NY,13
"Walsh, John",N00035686,D,MTS2,MT,S2
"Walsh, Martin H",N00035568,R,CO01,CO,1
"Walter, Andrew",N00035305,R,AZ09,AZ,9
"Walters, Alejandro M",N00036531,I,FL24,FL,24
"Walters, Ron",N00035643,R,WV02,WV,2
"Wamp, Weston",N00033658,R,TN03,TN,3
"Wamsley, David",N00036068,D,WVS2,WV,S2
"Ward, Rick",N00035514,R,LA06,LA,6
"Warden, Michael",N00036465,R,TN04,TN,4
"Warner, Mark",N00002097,D,VAS2,VA,S2
"Washer, Barbara Dale",N00026620,3,MS03,MS,3
"Washington, Joyce",N00026054,D,IL02,IL,2
"Wasinger, Rob",N00030542,R,VA10,VA,10
"Wasserman, Brianna",N00036621,R,AZ07,AZ,7
"Watrous, Divenchy",N00035998,R,TX26,TX,26
"Watson, Todd",N00036202,I,NES2,NE,S2
"Watt, Melvin L",N00002328,D,NC12,NC,12
"Waxman, Henry",N00001861,D,CA33,CA,33
"Waymire, William Jr",N00036764,D,LAS1,LA,S1
"Weatherly, Phillip Blake",N00035596,R,LA05,LA,5
"Weathers, Rex",N00003284,D,MS01,MS,1
"Webb, Don",N00035445,R,NC06,NC,6
"Webster, Daniel",N00026335,R,FL10,FL,10
"Weeks, James II",N00036813,L,MI08,MI,8
"Weger, Jason",N00036427,R,OKS1,OK,S1
"Weh, Allen",N00036054,R,NMS2,NM,S2
"Wehby, Monica",N00035784,R,ORS1,OR,S1
"Weiland, Rick",N00004578,D,SDS2,SD,S2
"Weinstein, Alex Wolf",N00036879,I,WVS2,WV,S2
"Welch, Richard",N00035532,I,MA05,MA,5
"Welch, Ronald II",N00036807,L,MI02,MI,2
"Welles, Jim",N00036497,I,CA12,CA,12
"Welsh, Darren Jennings",N00036335,D,NV01,NV,1
"Weppner, Kathleen",N00036352,R,NY26,NY,26
"Westerfield, Corinne",N00036128,D,IN06,IN,6
"Westlund, Kelly",N00036030,D,WI07,WI,7
"Westrom, Torrey",N00035904,R,MN07,MN,7
"Whelan, Jennifer",N00035988,L,TX18,TX,18
"Whitaker, Matt",N00035481,R,IAS2,IA,S2
"White Wolf, Shawn",N00035735,I,MT01,MT,1
"White, Fredrick K",N00036631,R,IL05,IL,5
"White, Will Tyler",N00027421,L,MI04,MI,4
"White, Woody",N00035912,R,NC07,NC,7
"Whitmire, Tom",N00036540,R,MI05,MI,5
"Whitney, Bryan",N00035360,D,KS01,KS,1
"Whitney, Lenar",N00036636,R,LA06,LA,6
"Whitney, Terry",N00035661,D,MIS1,MI,S1
"Whittacre, Dan",N00034526,D,NC01,NC,1
"Wichern, Mark",N00036113,I,FL01,FL,1
"Wieder, John",N00029769,L,TX14,TX,14
"Wiegmann, Matthew",N00035762,D,TX26,TX,26
"Wiesner, Patrick",N00032740,D,KSS1,KS,S1
"Wight, Thomas",N00035862,D,GA07,GA,7
"Wilcox, Mary Rose",N00036231,D,AZ07,AZ,7
"Wilde, Rex",N00036693,D,WYS2,WY,S2
"Wildman, Andrew Jaye",N00026737,I,MD08,MD,8
"Wilkins, Ricky",N00035966,D,TN09,TN,9
"Wilkinson, Anthony",N00036327,R,NJ06,NJ,6
"Willette, Alex",N00035435,R,ME02,ME,2
"Willhite, Brian",N00036225,L,AR01,AR,1
"Williams, Anthony W",N00025221,D,IL02,IL,2
"Williams, Chase",N00035293,R,TN04,TN,4
"Williams, David III",N00035418,R,IL09,IL,9
"Williams, Eric Lemonte",N00036829,I,TX30,TX,30
"Williams, Mark",N00036218,R,IN03,IN,3
"Williams, Peter",N00035680,D,LA06,LA,6
"Williams, Stephen",N00028684,3,MNS1,MN,S1
"Williams, Victor Sanchez",N00036866,I,ALS1,AL,S1
"Williamson, John W",N00036619,D,AZ06,AZ,6
"Williamson, Marianne",N00035565,I,CA33,CA,33
"Willis, Buck",N00035980,D,TX14,TX,14
"Willoughby, Donald",N00036843,I,COS2,CO,S2
"Wilmoth, Joe B",N00036440,I,TNS2,TN,S2
"Wilske, Larry",N00035834,R,CA53,CA,53
"Wilson, Billy Ray",N00025282,D,KY05,KY,5
"Wilt, Bill",N00036136,I,MA05,MA,5
"Winn, Chris",N00034565,R,TX19,TX,19
"Winn, Leon",N00036378,R,SC06,SC,6
"Winslow, Dan",N00035288,R,MAS2,MA,S2
"Winton, Mike",N00036467,I,TN06,TN,6
"Wise, Scott",N00030000,L,IN03,IN,3
"Witt, James Lee",N00035696,D,AR04,AR,4
"Wolf, Frank",N00002073,R,VA10,VA,10
"Wolf, Milton",N00035658,R,KSS1,KS,S1
"Wonnacott, Brian",N00036386,D,UT03,UT,3
"Wood, Chuck",N00036890,I,WV01,WV,1
"Wood, John Jr",N00036510,R,CA43,CA,43
"Woods, James Issac",N00036213,D,AZ05,AZ,5
"Woods, Ray",N00036606,I,OKS2,OK,S2
"Woolf, Aaron",N00036163,D,NY21,NY,21
"Wooten, Chuck",N00036229,R,AZ02,AZ,2
"Works, Marshall",N00032288,R,MO07,MO,7
"Wright, Ed",N00036630,L,IA03,IA,3
"Wright, Erick",N00035689,D,AL02,AL,2
"Wright, Paul",N00036301,R,NC04,NC,4
"Wright, Richard",N00027096,I,WA04,WA,4
"Wright, Sam",N00036699,3,WA10,WA,10
"Wukoson, Nick",N00036116,R,FL18,FL,18
"Wyatt, Eric",N00035281,R,TXS1,TX,S1
"Wyatt, Erick",N00036459,R,OKS2,OK,S2
"Xian, Kathryn",N00035580,D,HI01,HI,1
"Yates, Jason",N00035951,R,OR01,OR,1
"Young, C W Bill",N00001817,R,FL13,FL,13
"Young, Dean",N00033450,R,AL01,AL,1
"Young, Herschel",N00034715,L,MO04,MO,4
"Young, Lih",N00008502,D,MD08,MD,8
"Young, Randall",N00036466,R,SCS1,SC,S1
"Young, Todd",N00030670,R,IN09,IN,9
"Yousuf, Sam",N00036725,R,CA28,CA,28
"Ytterberg, Don",N00035569,R,CO07,CO,7
"Zaccaria, Mark",N00029887,R,RIS2,RI,S2
"Zachary, Jason",N00035292,R,TN02,TN,2
"Zahnter, Alvin",N00036684,R,KSS1,KS,S1
"Zamora, Eddie",N00027934,R,TX15,TX,15
"Zaun, Brad",N00031375,R,IA03,IA,3
"Zavala, Jorge",N00035872,D,IL04,IL,4
"Zerban, Rob",N00033127,D,WI01,WI,1
"Zetzer, Mark",N00036358,R,OH11,OH,11
"Zoller, Nick",N00035574,R,FL13,FL,13
"Zwicker, Andrew",N00036332,D,NJ12,NJ,12
"Armstrong, Brandon Christina",N00034703,I,SCS2,SC,S2
"Barnhart, Scott J",N00034885,I,KS02,KS,2
"Boustany, Charles W Jr",N00026595,R,LA03,LA,3
"Byrne, Bradle",N00035380,R,AL01,AL,1
"Carr, Joe",N00035287,R,TN04,TN,4
"Cash, Richard J",N00030754,R,SCS1,SC,S1
"Chew, Robin Leo",N00035387,R,CA18,CA,18
"Coyne, John F III",N00028137,D,GAS1,GA,S1
"Daines, Steven",N00033054,R,MT01,MT,1
"Drummond, William ""Cleave"" II",N00033881,3,FL02,FL,2
"Eck, Alieta",N00035496,R,NJS2,NJ,S2
"Gardner, Cory",N00030780,R,CO04,CO,4
"Goberman, Pavel",N00026182,3,ORS1,OR,S1
"Hall, Ralph M",N00005645,R,TX04,TX,4
"Harris, Napoleon B III",N00035201,D,IL02,IL,2
"Herrera Beutler, Jaime",N00031559,R,WA03,WA,3
"Kubba, Sam",N00035349,D,VA10,VA,10
"Lankford, James",N00031129,R,OK05,OK,5
"Leach, Daylin",N00035314,D,PA13,PA,13
"Lewis, Marcus",N00035059,I,IL02,IL,2
"Lonegan, Steve",N00035511,R,NJS2,NJ,S2
"Loveless, Joshua A",N00035206,3,TX03,TX,3
"Lummis, Cynthia Marie",N00029788,R,WY01,WY,1
"Magee, Erin Kent",N00033138,R,FL25,FL,25
"Marksberry, Ed",N00032264,D,KYS1,KY,S1
"McCall, Brian Matthew",N00035273,R,TX21,TX,21
"McKenna, Michael",N00035397,D,FL09,FL,9
"McMichael, Craig Bradley",N00035329,R,TX08,TX,8
"McMorris Rodgers, Cathy",N00026314,R,WA05,WA,5
"Meyers, Victor",N00035513,D,CO04,CO,4
"Mooney, Alex",N00035508,R,WV02,WV,2
"Mooney, Alex",N00033814,R,MD06,MD,6
"Obama, Barack",N00009638,D,PRES,PR,ES
"Olivera, Pablo",N00035096,3,NJS2,NJ,S2
"Pavilack, Harold",N00034436,D,SCS2,SC,S2
"Perlmutter, Edwin G",N00027510,D,CO07,CO,7
"Ruiz, Nicholas III",N00032576,D,FL07,FL,7
"Scurry-Smith, Gloreatha",N00035396,R,FL05,FL,5
"Stamper, Jay",N00035320,D,SCS1,SC,S1
"Stapleton, Corey C",N00035280,R,MTS2,MT,S2
"Stockman, Steve",N00005918,R,TX36,TX,36
"Thigpen, Jason",N00035241,R,NC03,NC,3
"Walker, Bradley",N00035311,R,NC06,NC,6
"Walz, Timothy J",N00027467,D,MN01,MN,1
"Waxman, Henry A",N00001861,D,CA33,CA,33
"Wolf, Frank R",N00002073,R,VA10,VA,10
"Young, David",N00035509,R,IAS2,IA,S2
"Yu, Eugene",N00035479,R,GAS1,GA,S1
"Lamb, Conor",N00041870,D,PA18,PA,18
"Tiberi, Pat",N00009699,R,OH12,OH,12
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
